Fractal_Dimension,2.1676295658586033
Coefficients,-2.1676295658586033
,14.005859029232694
Size,Box_Count
333,3
332,4
331,4
330,4
329,4
328,4
327,4
326,4
325,4
324,4
323,4
322,4
321,5
320,5
319,5
318,5
317,5
316,5
315,6
314,6
313,6
312,6
311,6
310,6
309,6
308,6
307,6
306,6
305,6
304,6
303,6
302,6
301,6
300,6
299,6
298,7
297,7
296,7
295,7
294,7
293,7
292,7
291,8
290,8
289,8
288,8
287,8
286,8
285,8
284,8
283,8
282,8
281,8
280,8
279,8
278,8
277,8
276,8
275,8
274,8
273,8
272,8
271,8
270,8
269,8
268,8
267,8
266,8
265,8
264,8
263,8
262,8
261,8
260,8
259,8
258,8
257,8
256,8
255,8
254,8
253,8
252,8
251,8
250,8
249,8
248,8
247,8
246,8
245,8
244,8
243,8
242,8
241,8
240,8
239,8
238,8
237,8
236,8
235,8
234,8
233,8
232,8
231,8
230,8
229,8
228,8
227,8
226,8
225,8
224,8
223,8
222,8
221,8
220,8
219,8
218,8
217,8
216,8
215,8
214,8
213,8
212,8
211,8
210,8
209,8
208,8
207,8
206,8
205,8
204,8
203,8
202,8
201,8
200,8
199,9
198,9
197,10
196,10
195,10
194,10
193,10
192,10
191,10
190,10
189,10
188,10
187,11
186,11
185,13
184,14
183,14
182,14
181,14
180,14
179,15
178,15
177,15
176,15
175,15
174,15
173,16
172,16
171,16
170,16
169,16
168,16
167,16
166,17
165,17
164,17
163,17
162,18
161,18
160,19
159,19
158,19
157,21
156,22
155,22
154,23
153,23
152,23
151,24
150,24
149,25
148,25
147,26
146,26
145,27
144,27
143,27
142,27
141,27
140,27
139,27
138,27
137,27
136,27
135,27
134,27
133,28
132,29
131,29
130,29
129,29
128,31
127,31
126,31
125,31
124,32
123,35
122,35
121,36
120,38
119,38
118,39
117,40
116,40
115,40
114,41
113,41
112,41
111,41
110,43
109,43
108,43
107,44
106,45
105,45
104,47
103,50
102,52
101,53
100,53
99,55
98,61
97,63
96,65
95,66
94,68
93,67
92,71
91,71
90,71
89,74
88,77
87,81
86,80
85,81
84,84
83,84
82,84
81,85
80,87
79,88
78,92
77,96
76,100
75,106
74,111
73,116
72,119
71,121
70,123
69,127
68,129
67,130
66,144
65,147
64,154
63,157
62,161
61,172
60,176
59,187
58,189
57,197
56,203
55,214
54,221
53,232
52,240
51,256
50,263
49,275
48,281
47,299
46,311
45,330
44,349
43,362
42,382
41,404
40,423
39,453
38,487
37,528
36,562
35,591
34,625
33,681
32,737
31,771
30,849
29,923
28,1011
27,1086
26,1194
25,1315
24,1436
23,1610
22,1784
21,1966
20,2255
19,2549
18,2905
17,3280
16,3745
15,4282
14,5028
13,5787
12,6704
11,7860
10,9193
9,11094
8,13397
7,16803
6,21621
5,29402
4,43440
3,73824
2,164892
